repeat,fold,strategy,model,roc_auc,pr_auc,best_params,error,seconds
4,1,data_driven,xgboost,1.0,1.0,"{'clf__learning_rate': 0.05, 'clf__max_depth': 3, 'clf__n_estimators': 100}",,3.0
4,1,pathway,elastic_net,0.9934895833333334,0.9994843234323432,"{'clf__C': 1.0, 'clf__l1_ratio': 0.2}",,6.3
4,1,pathway,random_forest,0.9986979166666666,0.9998926116838488,"{'clf__max_depth': 3, 'clf__min_samples_leaf': 1, 'clf__n_estimators': 500}",,12.6
4,1,pathway,xgboost,1.0,1.0,"{'clf__learning_rate': 0.05, 'clf__max_depth': 3, 'clf__n_estimators': 300}",,5.6
4,2,de_informed,elastic_net,1.0,1.0,"{'clf__C': 0.01, 'clf__l1_ratio': 0.2}",,13.4
4,2,de_informed,random_forest,1.0,1.0,"{'clf__max_depth': 3, 'clf__min_samples_leaf': 1, 'clf__n_estimators': 200}",,15.5
4,2,de_informed,xgboost,1.0,1.0,"{'clf__learning_rate': 0.05, 'clf__max_depth': 3, 'clf__n_estimators': 300}",,12.9
4,2,data_driven,elastic_net,1.0,1.0,"{'clf__C': 0.1, 'clf__l1_ratio': 0.2}",,4.8
4,2,data_driven,random_forest,1.0,1.0,"{'clf__max_depth': 3, 'clf__min_samples_leaf': 1, 'clf__n_estimators': 200}",,4.8
4,2,data_driven,xgboost,1.0,1.0,"{'clf__learning_rate': 0.05, 'clf__max_depth': 3, 'clf__n_estimators': 100}",,2.1
4,2,pathway,elastic_net,1.0,1.0,"{'clf__C': 1.0, 'clf__l1_ratio': 0.2}",,6.2
4,2,pathway,random_forest,1.0,1.0,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 1, 'clf__n_estimators': 500}",,10.1
4,2,pathway,xgboost,1.0,1.0,"{'clf__learning_rate': 0.1, 'clf__max_depth': 3, 'clf__n_estimators': 100}",,6.0
4,3,de_informed,elastic_net,1.0,0.9999999999999999,"{'clf__C': 0.01, 'clf__l1_ratio': 0.2}",,15.3
4,3,de_informed,random_forest,1.0,1.0,"{'clf__max_depth': 3, 'clf__min_samples_leaf': 1, 'clf__n_estimators': 200}",,16.8
4,3,de_informed,xgboost,1.0,1.0,"{'clf__learning_rate': 0.05, 'clf__max_depth': 3, 'clf__n_estimators': 100}",,11.3
4,3,data_driven,elastic_net,1.0,0.9999999999999999,"{'clf__C': 0.01, 'clf__l1_ratio': 0.2}",,5.3
4,3,data_driven,random_forest,1.0,1.0,"{'clf__max_depth': 3, 'clf__min_samples_leaf': 1, 'clf__n_estimators': 200}",,5.1
4,3,data_driven,xgboost,1.0,1.0,"{'clf__learning_rate': 0.05, 'clf__max_depth': 3, 'clf__n_estimators': 100}",,2.1
4,3,pathway,elastic_net,1.0,0.9999999999999999,"{'clf__C': 1.0, 'clf__l1_ratio': 0.2}",,7.4
4,3,pathway,random_forest,0.9976851851851852,0.9997874149659862,"{'clf__max_depth': 3, 'clf__min_samples_leaf': 1, 'clf__n_estimators': 500}",,11.6
4,3,pathway,xgboost,0.9768518518518519,0.9977496733784817,"{'clf__learning_rate': 0.05, 'clf__max_depth': 3, 'clf__n_estimators': 300}",,5.8
4,4,de_informed,elastic_net,1.0,1.0000000000000002,"{'clf__C': 0.01, 'clf__l1_ratio': 0.2}",,13.3
4,4,de_informed,random_forest,1.0,1.0,"{'clf__max_depth': 3, 'clf__min_samples_leaf': 1, 'clf__n_estimators': 200}",,15.0
4,4,de_informed,xgboost,0.9947368421052631,0.999182422074604,"{'clf__learning_rate': 0.05, 'clf__max_depth': 3, 'clf__n_estimators': 300}",,9.6
4,4,data_driven,elastic_net,1.0,1.0000000000000002,"{'clf__C': 0.1, 'clf__l1_ratio': 0.8}",,3.4
4,4,data_driven,random_forest,0.9960526315789473,0.9996721592369421,"{'clf__max_depth': 3, 'clf__min_samples_leaf': 1, 'clf__n_estimators': 200}",,4.0
4,4,data_driven,xgboost,0.9947368421052631,0.9995636643154278,"{'clf__learning_rate': 0.1, 'clf__max_depth': 3, 'clf__n_estimators': 100}",,2.4
4,4,pathway,elastic_net,1.0,1.0000000000000002,"{'clf__C': 1.0, 'clf__l1_ratio': 0.2}",,5.7
4,4,pathway,random_forest,0.9973684210526316,0.9997795475530933,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 1, 'clf__n_estimators': 200}",,8.5
4,4,pathway,xgboost,0.9973684210526316,0.9997795475530934,"{'clf__learning_rate': 0.05, 'clf__max_depth': 3, 'clf__n_estimators': 300}",,5.7
