pathway,k_overlap,K_pathway_size_in_background,n_gene_set_size,N_background_size,overlap_genes,p_value,padj,collection
KEGG_MEDICUS_REFERENCE_CXCR_GNB_G_PI3K_AKT_SIGNALING_PATHWAY,2,26,182,57622,ENSG00000168243;ENSG00000169429,0.003067585065311018,0.006064920090958425,C2_CanonicalPathways
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,2,26,182,57622,ENSG00000135220;ENSG00000197888,0.003067585065311018,0.006064920090958425,C2_CanonicalPathways
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS,3,92,182,57622,ENSG00000007306;ENSG00000102854;ENSG00000259823,0.0031667309902628435,0.006213510049076337,C2_CanonicalPathways
KEGG_MEDICUS_REFERENCE_CXCR_GNB_G_ERK_SIGNALING_PATHWAY,2,27,182,57622,ENSG00000168243;ENSG00000169429,0.003306133480707211,0.006438259936114043,C2_CanonicalPathways
WP_IL19_SIGNALING,2,28,182,57622,ENSG00000196611;ENSG00000215182,0.0035530826324693516,0.0068675253866385235,C2_CanonicalPathways
REACTOME_SLC_TRANSPORTER_DISORDERS,3,97,182,57622,ENSG00000080493;ENSG00000091138;ENSG00000155850,0.0036754287994918873,0.007051378215321473,C2_CanonicalPathways
KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY,2,29,182,57622,ENSG00000168243;ENSG00000169429,0.0038083776675614917,0.007199779678090702,C2_CanonicalPathways
REACTOME_TIGHT_JUNCTION_INTERACTIONS,2,29,182,57622,ENSG00000066405;ENSG00000165376,0.0038083776675614917,0.007199779678090702,C2_CanonicalPathways
WP_OREXIN_RECEPTOR_PATHWAY,4,200,182,57622,ENSG00000101144;ENSG00000118785;ENSG00000149968;ENSG00000169429,0.003851640026250636,0.0072288026579631496,C2_CanonicalPathways
WP_ETHANOL_EFFECTS_ON_HISTONE_MODIFICATIONS,2,31,182,57622,ENSG00000196616;ENSG00000248144,0.00434378727135161,0.00797901349844019,C2_CanonicalPathways
KEGG_MEDICUS_PATHOGEN_HCMV_US28_TO_GNB_G_PI3K_NFKB_SIGNALING_PATHWAY,2,31,182,57622,ENSG00000168243;ENSG00000169429,0.00434378727135161,0.00797901349844019,C2_CanonicalPathways
KEGG_MEDICUS_REFERENCE_CCR_CXCR_GNB_G_PI3K_RAC_SIGNALING_PATHWAY,2,31,182,57622,ENSG00000168243;ENSG00000169429,0.00434378727135161,0.00797901349844019,C2_CanonicalPathways
REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS,3,104,182,57622,ENSG00000073067;ENSG00000196616;ENSG00000248144,0.004467055843059811,0.008147658192623176,C2_CanonicalPathways
WP_SENESCENCE_AND_AUTOPHAGY_IN_CANCER,3,105,182,57622,ENSG00000123500;ENSG00000145824;ENSG00000169429,0.00458788407408506,0.008309524302014199,C2_CanonicalPathways
REACTOME_KERATINIZATION,4,216,182,57622,ENSG00000108244;ENSG00000124102;ENSG00000134762;ENSG00000171431,0.005051911720716993,0.009086424553234036,C2_CanonicalPathways
REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM,2,34,182,57622,ENSG00000090402;ENSG00000136872,0.005208139332259117,0.009302814393483525,C2_CanonicalPathways
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,5,357,182,57622,ENSG00000129824;ENSG00000131730;ENSG00000140274;ENSG00000140279;ENSG00000166165,0.0057266870795086655,0.010158985983511948,C2_CanonicalPathways
WP_CAFFEINE_IN_MYOCYTES,2,36,182,57622,ENSG00000133392;ENSG00000163017,0.005824574188171637,0.010193004829300365,C2_CanonicalPathways
KEGG_MEDICUS_REFERENCE_TIGHT_JUNCTION_ACTIN_SIGNALING_PATHWAY,2,36,182,57622,ENSG00000066405;ENSG00000165376,0.005824574188171637,0.010193004829300365,C2_CanonicalPathways
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,3,115,182,57622,ENSG00000133392;ENSG00000163017;ENSG00000188257,0.005905564509516903,0.01026537723466361,C2_CanonicalPathways
PID_FRA_PATHWAY,2,37,182,57622,ENSG00000169429;ENSG00000196611,0.006144692479685786,0.010609835681590792,C2_CanonicalPathways
WP_EFFECT_OF_OMEGA3_PUFA_ON_HUNTINGTONS_DISEASE_PATHWAYS,3,120,182,57622,ENSG00000124102;ENSG00000134240;ENSG00000166165,0.006640642915703697,0.01139024182229972,C2_CanonicalPathways
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM,2,39,182,57622,ENSG00000135220;ENSG00000197888,0.006808468003124024,0.01160127113690212,C2_CanonicalPathways
WP_BLADDER_CANCER,2,40,182,57622,ENSG00000169429;ENSG00000196611,0.007152020869228757,0.012107015719805542,C2_CanonicalPathways
REACTOME_SIGNALING_BY_RETINOIC_ACID,2,41,182,57622,ENSG00000073737;ENSG00000248144,0.007503281307990218,0.012619154927074458,C2_CanonicalPathways
KEGG_TYROSINE_METABOLISM,2,42,182,57622,ENSG00000196616;ENSG00000248144,0.007862197755368353,0.012970122411722313,C2_CanonicalPathways
KEGG_BLADDER_CANCER,2,42,182,57622,ENSG00000169429;ENSG00000196611,0.007862197755368353,0.012970122411722313,C2_CanonicalPathways
REACTOME_ASPIRIN_ADME,2,42,182,57622,ENSG00000135220;ENSG00000197888,0.007862197755368353,0.012970122411722313,C2_CanonicalPathways
REACTOME_SMOOTH_MUSCLE_CONTRACTION,2,43,182,57622,ENSG00000133392;ENSG00000163017,0.008228718893017448,0.013488849324629867,C2_CanonicalPathways
KEGG_TIGHT_JUNCTION,3,131,182,57622,ENSG00000066405;ENSG00000133392;ENSG00000165376,0.008442305846357162,0.013751932164820787,C2_CanonicalPathways
WP_CYTOKINECYTOKINE_RECEPTOR_INTERACTION,4,252,182,57622,ENSG00000101144;ENSG00000145824;ENSG00000163735;ENSG00000169429,0.008612912114310294,0.013855554270846995,C2_CanonicalPathways
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION,2,44,182,57622,ENSG00000060718;ENSG00000123500,0.008602793647262562,0.013855554270846995,C2_CanonicalPathways
REACTOME_CELLULAR_RESPONSES_TO_STIMULI,8,911,182,57622,ENSG00000103375;ENSG00000107159;ENSG00000118785;ENSG00000129824;ENSG00000163586;ENSG00000164816;ENSG00000168243;ENSG00000169429,0.008763410468879641,0.014010637724937205,C2_CanonicalPathways
WP_IL26_SIGNALING,2,46,182,57622,ENSG00000169429;ENSG00000196611,0.009373400928081786,0.014893931536031794,C2_CanonicalPathways
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,4,261,182,57622,ENSG00000101144;ENSG00000145824;ENSG00000163735;ENSG00000169429,0.009705859158612306,0.015328155622442607,C2_CanonicalPathways
KEGG_DRUG_METABOLISM_OTHER_ENZYMES,2,49,182,57622,ENSG00000135220;ENSG00000197888,0.010584701087627248,0.016415793902368005,C2_CanonicalPathways
WP_TROP2_REGULATORY_SIGNALING,2,49,182,57622,ENSG00000167244;ENSG00000184292,0.010584701087627248,0.016415793902368005,C2_CanonicalPathways
WP_IL3_SIGNALING,2,49,182,57622,ENSG00000154269;ENSG00000169429,0.010584701087627248,0.016415793902368005,C2_CanonicalPathways
WP_OSTEOARTHRITIC_CHONDROCYTE_HYPERTROPHY,2,50,182,57622,ENSG00000118785;ENSG00000123500,0.011003038567869544,0.016862644905788236,C2_CanonicalPathways
WP_HEPATITIS_C_AND_HEPATOCELLULAR_CARCINOMA,2,50,182,57622,ENSG00000169429;ENSG00000196611,0.011003038567869544,0.016862644905788236,C2_CanonicalPathways
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT,2,52,182,57622,ENSG00000103375;ENSG00000168243,0.011861272975184729,0.01807099823866379,C2_CanonicalPathways
WP_CARDIAC_PROGENITOR_DIFFERENTIATION,2,53,182,57622,ENSG00000166825;ENSG00000167244,0.012301071832525394,0.01852312560827952,C2_CanonicalPathways
KEGG_STEROID_HORMONE_BIOSYNTHESIS,2,53,182,57622,ENSG00000135220;ENSG00000197888,0.012301071832525394,0.01852312560827952,C2_CanonicalPathways
KEGG_ARGININE_AND_PROLINE_METABOLISM,2,54,182,57622,ENSG00000131730;ENSG00000166165,0.01274792680424091,0.019085046487273962,C2_CanonicalPathways
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,7,785,182,57622,ENSG00000133742;ENSG00000148346;ENSG00000149968;ENSG00000169429;ENSG00000196611;ENSG00000211892;ENSG00000211896,0.012831989069341212,0.01910048947677801,C2_CanonicalPathways
WP_TGFBETA_RECEPTOR_SIGNALING,2,55,182,57622,ENSG00000118785;ENSG00000243709,0.01320178944160356,0.01953864837357327,C2_CanonicalPathways
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,2,56,182,57622,ENSG00000163735;ENSG00000169429,0.013662611528578601,0.019992182971196936,C2_CanonicalPathways
WP_MIRNA_ROLE_IN_IMMUNE_RESPONSE_IN_SEPSIS,2,56,182,57622,ENSG00000148346;ENSG00000169429,0.013662611528578601,0.019992182971196936,C2_CanonicalPathways
WP_MARKERS_OF_KIDNEY_CELL_LINEAGE,2,58,182,57622,ENSG00000101144;ENSG00000175084,0.014604942344856282,0.021251011614144815,C2_CanonicalPathways
REACTOME_METABOLISM_OF_CARBOHYDRATES_AND_CARBOHYDRATE_DERIVATIVES,4,296,182,57622,ENSG00000136872;ENSG00000155850;ENSG00000156966;ENSG00000167080,0.014798667883450349,0.021412597663763355,C2_CanonicalPathways
WP_TGFBETA_RECEPTOR_SIGNALING_IN_SKELETAL_DYSPLASIAS,2,59,182,57622,ENSG00000118785;ENSG00000243709,0.015086355796814315,0.021469044787774217,C2_CanonicalPathways
REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS,3,162,182,57622,ENSG00000080493;ENSG00000091138;ENSG00000155850,0.014940992120301831,0.021469044787774217,C2_CanonicalPathways
PID_ATF2_PATHWAY,2,59,182,57622,ENSG00000169429;ENSG00000206075,0.015086355796814315,0.021469044787774217,C2_CanonicalPathways
WP_CHEMOKINE_SIGNALING,3,164,182,57622,ENSG00000145824;ENSG00000163735;ENSG00000168243,0.01543430669461684,0.021844182698938588,C2_CanonicalPathways
WP_NOVEL_INTRACELLULAR_COMPONENTS_OF_RIGILIKE_RECEPTOR_PATHWAY,2,60,182,57622,ENSG00000067048;ENSG00000169429,0.01557453814176793,0.021922855319118986,C2_CanonicalPathways
WP_FOCAL_ADHESION_PI3KAKTMTORSIGNALING,4,303,182,57622,ENSG00000060718;ENSG00000105664;ENSG00000118785;ENSG00000168243,0.015985523889724348,0.022379733445614086,C2_CanonicalPathways
PID_ENDOTHELIN_PATHWAY,2,63,182,57622,ENSG00000066230;ENSG00000196611,0.017079228997274924,0.023655188825102702,C2_CanonicalPathways
WP_10Q22Q23_COPY_NUMBER_VARIATION,2,63,182,57622,ENSG00000148600;ENSG00000188373,0.017079228997274924,0.023655188825102702,C2_CanonicalPathways
WP_ONCOSTATIN_M_SIGNALING,2,65,182,57622,ENSG00000149968;ENSG00000196611,0.018115343835137385,0.02495677687925842,C2_CanonicalPathways
WP_SARSCOV2_INNATE_IMMUNITY_EVASION_AND_CELLSPECIFIC_IMMUNE_RESPONSE,2,66,182,57622,ENSG00000163735;ENSG00000169429,0.018643159037770446,0.025413569425171294,C2_CanonicalPathways
PID_INTEGRIN1_PATHWAY,2,66,182,57622,ENSG00000060718;ENSG00000118785,0.018643159037770446,0.025413569425171294,C2_CanonicalPathways
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,2,67,182,57622,ENSG00000060718;ENSG00000123500,0.019177418395713224,0.026004980965914793,C2_CanonicalPathways
PID_P75_NTR_PATHWAY,2,68,182,57622,ENSG00000137673;ENSG00000149968,0.019718076410405853,0.026598863491120395,C2_CanonicalPathways
WP_METAPATHWAY_BIOTRANSFORMATION_PHASE_I_AND_II,3,181,182,57622,ENSG00000073067;ENSG00000135220;ENSG00000197888,0.019996698229589646,0.02683494736509699,C2_CanonicalPathways
PID_AP1_PATHWAY,2,70,182,57622,ENSG00000169429;ENSG00000196611,0.02081840751653387,0.02779364714836223,C2_CanonicalPathways
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,2,71,182,57622,ENSG00000067048;ENSG00000169429,0.021377990708810284,0.0283943568901634,C2_CanonicalPathways
WP_PI3KAKT_SIGNALING,4,338,182,57622,ENSG00000105664;ENSG00000118785;ENSG00000167244;ENSG00000168243,0.02280785271076256,0.03013894822493624,C2_CanonicalPathways
WP_CANCER_PATHWAYS,5,507,182,57622,ENSG00000149968;ENSG00000167244;ENSG00000168243;ENSG00000169429;ENSG00000196611,0.022967725830934305,0.030196147158436472,C2_CanonicalPathways
WP_AFFECTED_PATHWAYS_IN_DUCHENNE_MUSCULAR_DYSTROPHY,2,75,182,57622,ENSG00000118785;ENSG00000188257,0.023678069060454325,0.030972827710392274,C2_CanonicalPathways
KEGG_VEGF_SIGNALING_PATHWAY,2,76,182,57622,ENSG00000166869;ENSG00000188257,0.02426830462738889,0.03158538139946594,C2_CanonicalPathways
KEGG_FOCAL_ADHESION,3,199,182,57622,ENSG00000060718;ENSG00000105664;ENSG00000118785,0.02555143356919427,0.033089106472106576,C2_CanonicalPathways
REACTOME_MUSCLE_CONTRACTION,3,203,182,57622,ENSG00000133392;ENSG00000163017;ENSG00000175084,0.02688702918224833,0.034645475413941876,C2_CanonicalPathways
PID_REG_GR_PATHWAY,2,82,182,57622,ENSG00000169429;ENSG00000196611,0.027934187089461434,0.0358166062186659,C2_CanonicalPathways
KEGG_MEDICUS_REFERENCE_GF_RTK_PI3K_SIGNALING_PATHWAY,2,83,182,57622,ENSG00000124882;ENSG00000167244,0.028565512773749975,0.036445654228577554,C2_CanonicalPathways
WP_CLEAR_CELL_RENAL_CELL_CARCINOMA_PATHWAYS,2,86,182,57622,ENSG00000136872;ENSG00000154269,0.0304935226715932,0.03871481554873843,C2_CanonicalPathways
REACTOME_PEPTIDE_HORMONE_METABOLISM,2,88,182,57622,ENSG00000166825;ENSG00000175426,0.03180680710257356,0.04018518555886123,C2_CanonicalPathways
WNT_SIGNALING,2,89,182,57622,ENSG00000106483;ENSG00000140807,0.03247170887569747,0.040628853134326785,C2_CanonicalPathways
KEGG_MEDICUS_REFERENCE_GF_RTK_RAS_PI3K_SIGNALING_PATHWAY,2,89,182,57622,ENSG00000124882;ENSG00000167244,0.03247170887569747,0.040628853134326785,C2_CanonicalPathways
WP_FATTY_ACID_AND_LIPOPROTEIN_TRANSPORT_IN_HEPATOCYTES,4,380,182,57622,ENSG00000134240;ENSG00000163586;ENSG00000164398;ENSG00000187908,0.03302778915318244,0.04112594899362621,C2_CanonicalPathways
WP_AMINO_ACID_METABOLISM,2,91,182,57622,ENSG00000134240;ENSG00000248144,0.033817827238599565,0.04190821653013056,C2_CanonicalPathways
KEGG_MEDICUS_REFERENCE_GF_RTK_RAS_ERK_SIGNALING_PATHWAY,2,92,182,57622,ENSG00000124882;ENSG00000167244,0.03449896271078482,0.04254872067663461,C2_CanonicalPathways
WP_THYROID_HORMONES_PRODUCTION_AND_PERIPHERAL_DOWNSTREAM_SIGNALING_EFFECTS,2,93,182,57622,ENSG00000140274;ENSG00000140279,0.03518542863078145,0.04318969675531941,C2_CanonicalPathways
WP_TOLLLIKE_RECEPTOR_SIGNALING,2,95,182,57622,ENSG00000118785;ENSG00000169429,0.03657419176567405,0.044682621072215,C2_CanonicalPathways
WP_WNT_SIGNALING_AND_PLURIPOTENCY,2,101,182,57622,ENSG00000137673;ENSG00000140807,0.040864285979780215,0.04945724331197699,C2_CanonicalPathways
REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS,2,101,182,57622,ENSG00000135220;ENSG00000197888,0.040864285979780215,0.04945724331197699,C2_CanonicalPathways
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,2,102,182,57622,ENSG00000118785;ENSG00000169429,0.04159694667769139,0.050109810183823586,C2_CanonicalPathways
REACTOME_CELLULAR_RESPONSES_TO_MECHANICAL_STIMULI,2,103,182,57622,ENSG00000118785;ENSG00000168243,0.042334545992378236,0.050762256537157234,C2_CanonicalPathways
REACTOME_DRUG_ADME,2,106,182,57622,ENSG00000135220;ENSG00000197888,0.044576595336138614,0.052960266936054594,C2_CanonicalPathways
REACTOME_STIMULI_SENSING_CHANNELS,2,106,182,57622,ENSG00000016490;ENSG00000016602,0.044576595336138614,0.052960266936054594,C2_CanonicalPathways
WP_MACROPHAGESTIMULATING_PROTEIN_MSP_SIGNALING,2,108,182,57622,ENSG00000163735;ENSG00000169429,0.046095294060995086,0.05451452585295766,C2_CanonicalPathways
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,2,115,182,57622,ENSG00000066405;ENSG00000165376,0.051557260303391236,0.060696956448083324,C2_CanonicalPathways
WP_SPINAL_CORD_INJURY,2,117,182,57622,ENSG00000169429;ENSG00000188257,0.05315848222692381,0.06229885473653063,C2_CanonicalPathways
REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA,2,118,182,57622,ENSG00000134240;ENSG00000163586,0.05396569034015496,0.06295997206351413,C2_CanonicalPathways
WP_BDNF_SIGNALING_IN_NEURODEVELOPMENT,2,119,182,57622,ENSG00000101144;ENSG00000106236,0.054777249335408354,0.06362021335368055,C2_CanonicalPathways
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS,2,125,182,57622,ENSG00000134827;ENSG00000154269,0.059736013393621605,0.06906976548637497,C2_CanonicalPathways
KEGG_CELL_ADHESION_MOLECULES_CAMS,2,130,182,57622,ENSG00000066405;ENSG00000165376,0.06398161690663409,0.07364995012808102,C2_CanonicalPathways
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,2,136,182,57622,ENSG00000155850;ENSG00000156966,0.06920601217907903,0.07931131484239587,C2_CanonicalPathways
PID_P53_DOWNSTREAM_PATHWAY,2,137,182,57622,ENSG00000118785;ENSG00000206075,0.07009003752114709,0.07967929950352813,C2_CanonicalPathways
REACTOME_CELL_JUNCTION_ORGANIZATION,3,300,182,57622,ENSG00000066405;ENSG00000163017;ENSG00000165376,0.07014239492974678,0.07967929950352813,C2_CanonicalPathways
WP_REGULATION_OF_TOLLLIKE_RECEPTOR_SIGNALING,2,142,182,57622,ENSG00000118785;ENSG00000169429,0.07456520335162131,0.08433357060292541,C2_CanonicalPathways
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,3,311,182,57622,ENSG00000163735;ENSG00000168243;ENSG00000169429,0.07628393104316583,0.08590233973991283,C2_CanonicalPathways
WP_MESODERMAL_COMMITMENT_PATHWAY,2,151,182,57622,ENSG00000101144;ENSG00000243709,0.08284180156330156,0.09288323205582297,C2_CanonicalPathways
WP_INTEGRATED_BREAST_CANCER_PATHWAY,2,153,182,57622,ENSG00000162896;ENSG00000196611,0.08471788763465049,0.09457729697144171,C2_CanonicalPathways
WP_MYOMETRIAL_RELAXATION_AND_CONTRACTION_PATHWAYS,2,156,182,57622,ENSG00000168243;ENSG00000197273,0.08755608982216814,0.0973262972701354,C2_CanonicalPathways
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,4,532,182,57622,ENSG00000060718;ENSG00000118785;ENSG00000124882;ENSG00000167244,0.08905657607648747,0.09857116753765066,C2_CanonicalPathways
WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS,2,159,182,57622,ENSG00000066230;ENSG00000169429,0.09042247774273933,0.09923483786173512,C2_CanonicalPathways
WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER,2,159,182,57622,ENSG00000066405;ENSG00000165376,0.09042247774273933,0.09923483786173512,C2_CanonicalPathways
REACTOME_CELL_CELL_COMMUNICATION,3,336,182,57622,ENSG00000066405;ENSG00000163017;ENSG00000165376,0.0910805976424426,0.09953533666410394,C2_CanonicalPathways
REACTOME_METABOLISM_OF_LIPIDS,5,756,182,57622,ENSG00000015413;ENSG00000134240;ENSG00000163586;ENSG00000164398;ENSG00000188257,0.09270341989327867,0.10088313341327385,C2_CanonicalPathways
REACTOME_FATTY_ACID_METABOLISM,2,175,182,57622,ENSG00000015413;ENSG00000164398,0.1061542989714428,0.11503750390629155,C2_CanonicalPathways
REACTOME_ION_CHANNEL_TRANSPORT,2,183,182,57622,ENSG00000016490;ENSG00000016602,0.11427733449716258,0.1228125710986104,C2_CanonicalPathways
WP_RAS_SIGNALING,2,183,182,57622,ENSG00000168243;ENSG00000188257,0.11427733449716258,0.1228125710986104,C2_CanonicalPathways
REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,2,193,182,57622,ENSG00000103375;ENSG00000163586,0.12464568809308112,0.13340179014920664,C2_CanonicalPathways
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,2,195,182,57622,ENSG00000163735;ENSG00000169429,0.12674598593613384,0.13509140064797803,C2_CanonicalPathways
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,2,196,182,57622,ENSG00000134827;ENSG00000154269,0.1277993067745633,0.13565582153529465,C2_CanonicalPathways
WP_FOCAL_ADHESION,2,198,182,57622,ENSG00000105664;ENSG00000118785,0.12991217432434093,0.1373357271428747,C2_CanonicalPathways
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS,2,215,182,57622,ENSG00000149968;ENSG00000168243,0.1481820450576344,0.15601280353628988,C2_CanonicalPathways
REACTOME_GPCR_LIGAND_BINDING,3,461,182,57622,ENSG00000163735;ENSG00000168243;ENSG00000169429,0.17945141936231365,0.18816970694266896,C2_CanonicalPathways
REACTOME_SIGNALING_BY_GPCR,4,700,182,57622,ENSG00000149968;ENSG00000163735;ENSG00000168243;ENSG00000169429,0.18159839641265954,0.18965316399547913,C2_CanonicalPathways
WP_NETWORK_MAP_OF_SARSCOV2_SIGNALING,2,253,182,57622,ENSG00000163735;ENSG00000169429,0.19060890671831443,0.1982638828917407,C2_CanonicalPathways
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,2,260,182,57622,ENSG00000167244;ENSG00000168243,0.1986006050971459,0.20575022688064315,C2_CanonicalPathways
KEGG_MAPK_SIGNALING_PATHWAY,2,267,182,57622,ENSG00000166869;ENSG00000188257,0.20663218209076253,0.21321806837253984,C2_CanonicalPathways
WP_NUCLEAR_RECEPTORS_METAPATHWAY,2,314,182,57622,ENSG00000155850;ENSG00000163586,0.26119747270636967,0.26845295805932434,C2_CanonicalPathways
REACTOME_SIGNALING_BY_WNT,2,317,182,57622,ENSG00000145423;ENSG00000168243,0.26469834234057776,0.2709757733842278,C2_CanonicalPathways
KEGG_PATHWAYS_IN_CANCER,2,325,182,57622,ENSG00000169429;ENSG00000196611,0.274033843177932,0.27942821016962355,C2_CanonicalPathways
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,2,328,182,57622,ENSG00000163735;ENSG00000169429,0.2775337194394915,0.2818871895483463,C2_CanonicalPathways
KEGG_OLFACTORY_TRANSDUCTION,2,385,182,57622,ENSG00000016490;ENSG00000016602,0.34353803238483066,0.34756386870184036,C2_CanonicalPathways
WP_VEGFAVEGFR2_SIGNALING,2,430,182,57622,ENSG00000133392;ENSG00000169429,0.39430123103780496,0.39736972310813806,C2_CanonicalPathways
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT,2,562,182,57622,ENSG00000129824;ENSG00000133392,0.5312181258445661,0.5332771108284597,C2_CanonicalPathways
REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3,2,717,182,57622,ENSG00000133392;ENSG00000166165,0.6632439651342694,0.6632439651342694,C2_CanonicalPathways
