pathway,k_overlap,K_pathway_size_in_background,n_gene_set_size,N_background_size,overlap_genes,p_value,padj,collection
GOBP_POSITIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH,2,560,149,57622,ENSG00000104332;ENSG00000172005,0.4255803981550883,0.4397098934457619,GO_BP
GOBP_REGULATION_OF_DEFENSE_RESPONSE,3,928,149,57622,ENSG00000092009;ENSG00000157193;ENSG00000197561,0.4311737170431247,0.4448980793893249,GO_BP
GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT,2,570,149,57622,ENSG00000104888;ENSG00000204936,0.4344055766930095,0.4476391240624654,GO_BP
GOBP_CARBOHYDRATE_METABOLIC_PROCESS,2,571,149,57622,ENSG00000115263;ENSG00000249948,0.43528414742945476,0.4479511464287246,GO_BP
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS,2,572,149,57622,ENSG00000104332;ENSG00000240505,0.4361619917843394,0.44826159789724707,GO_BP
GOBP_POST_TRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION,3,962,149,57622,ENSG00000111846;ENSG00000129474;ENSG00000171617,0.45420350953977556,0.46618777100520503,GO_BP
GOBP_CHROMOSOME_ORGANIZATION,2,606,149,57622,ENSG00000071539;ENSG00000120498,0.4655621988693081,0.4772165885643237,GO_BP
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,5,1736,149,57622,ENSG00000103888;ENSG00000115263;ENSG00000172005;ENSG00000179915;ENSG00000186198,0.4673362186288994,0.4784047080174786,GO_BP
GOBP_REGULATION_OF_IMMUNE_RESPONSE,3,1015,149,57622,ENSG00000157193;ENSG00000197561;ENSG00000204936,0.4893128717122307,0.5002436454561308,GO_BP
GOBP_CELL_DIVISION,2,649,149,57622,ENSG00000165197;ENSG00000186462,0.5014284444992041,0.5119571257485312,GO_BP
GOBP_CELL_PROJECTION_ASSEMBLY,2,657,149,57622,ENSG00000129474;ENSG00000179915,0.5079307344321057,0.5179162665637984,GO_BP
GOBP_REGULATION_OF_CELL_ACTIVATION,2,664,149,57622,ENSG00000104332;ENSG00000240505,0.5135751902020318,0.5229862538968334,GO_BP
GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_METABOLIC_PROCESS,2,674,149,57622,ENSG00000116748;ENSG00000197165,0.5215650825979383,0.5304282800799948,GO_BP
GOBP_MICROTUBULE_BASED_PROCESS,3,1077,149,57622,ENSG00000015592;ENSG00000104435;ENSG00000168309,0.5289585253240249,0.5372450818565162,GO_BP
GOBP_CHROMATIN_REMODELING,2,710,149,57622,ENSG00000186462;ENSG00000240498,0.5495997989949629,0.5574819343130132,GO_BP
GOBP_TRANSLATION,2,735,149,57622,ENSG00000129474;ENSG00000171617,0.5683858880525329,0.5757867459698836,GO_BP
GOBP_MALE_GAMETE_GENERATION,2,738,149,57622,ENSG00000071539;ENSG00000120498,0.5706022147573067,0.5772802640847654,GO_BP
GOBP_SEXUAL_REPRODUCTION,3,1197,149,57622,ENSG00000071539;ENSG00000120498;ENSG00000163106,0.6006007452155211,0.60684075295802,GO_BP
GOBP_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE,2,810,149,57622,ENSG00000197561;ENSG00000204936,0.6213328286660681,0.6269739827525305,GO_BP
GOBP_REGULATION_OF_CELL_DEVELOPMENT,2,848,149,57622,ENSG00000104332;ENSG00000157193,0.6462037567209435,0.6512260657110027,GO_BP
GOBP_CYTOKINE_PRODUCTION,2,898,149,57622,ENSG00000092009;ENSG00000197561,0.6769526712378251,0.6813314077917567,GO_BP
GOBP_CHROMATIN_ORGANIZATION,2,905,149,57622,ENSG00000186462;ENSG00000240498,0.6810809902341817,0.6846007886333247,GO_BP
GOBP_DNA_METABOLIC_PROCESS,2,1026,149,57622,ENSG00000071539;ENSG00000120498,0.7458610467568036,0.7487482508087655,GO_BP
GOBP_REGULATION_OF_CATABOLIC_PROCESS,2,1162,149,57622,ENSG00000073734;ENSG00000101255,0.804969238612841,0.8070439015989566,GO_BP
GOBP_PROTEIN_TRANSPORT,2,1439,149,57622,ENSG00000115263;ENSG00000186198,0.8890922229781555,0.8900160525868861,GO_BP
GOBP_INTRACELLULAR_TRANSPORT,2,1443,149,57622,ENSG00000170091;ENSG00000186198,0.8900160525868861,0.8900160525868861,GO_BP
