pathway,k_overlap,K_pathway_size_in_background,n_gene_set_size,N_background_size,overlap_genes,p_value,padj,collection
GOBP_BODY_FLUID_SECRETION,2,94,182,57622,ENSG00000170835;ENSG00000198788,0.03587718493710317,0.06360409623593347,GO_BP
GOBP_EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS,2,94,182,57622,ENSG00000060718;ENSG00000101144,0.03587718493710317,0.06360409623593347,GO_BP
GOBP_GLYCOPROTEIN_METABOLIC_PROCESS,4,391,182,57622,ENSG00000060718;ENSG00000156966;ENSG00000167080;ENSG00000198488,0.03608119219940038,0.0638236199793838,GO_BP
GOBP_REGULATION_OF_TRANSPORT,10,1642,182,57622,ENSG00000100604;ENSG00000104267;ENSG00000106483;ENSG00000118785;ENSG00000148346;ENSG00000165376;ENSG00000166869;ENSG00000171431;ENSG00000179914;ENSG00000204936,0.03656816187857271,0.06440941735724899,GO_BP
GOBP_POSITIVE_REGULATION_OF_CELL_DIVISION,2,95,182,57622,ENSG00000124882;ENSG00000167244,0.03657419176567405,0.06440941735724899,GO_BP
GOBP_IMPORT_ACROSS_PLASMA_MEMBRANE,3,230,182,57622,ENSG00000066230;ENSG00000103375;ENSG00000148346,0.0368577363517209,0.06476547049882966,GO_BP
GOBP_RESPONSE_TO_STARVATION,3,231,182,57622,ENSG00000134240;ENSG00000163586;ENSG00000171431,0.03725870544162167,0.06532583597253491,GO_BP
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_WOUNDING,2,97,182,57622,ENSG00000118785;ENSG00000172016,0.03798379851529752,0.06615996415355979,GO_BP
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION,6,778,182,57622,ENSG00000101144;ENSG00000102837;ENSG00000145423;ENSG00000149968;ENSG00000154269;ENSG00000198842,0.037874717690553665,0.06615996415355979,GO_BP
GOBP_REGULATION_OF_PLASMA_LIPOPROTEIN_PARTICLE_LEVELS,2,97,182,57622,ENSG00000163586;ENSG00000188257,0.03798379851529752,0.06615996415355979,GO_BP
GOBP_EPIDERMIS_DEVELOPMENT,4,399,182,57622,ENSG00000106483;ENSG00000124102;ENSG00000124882;ENSG00000172016,0.038401083406924406,0.0665785542405095,GO_BP
GOBP_REGULATED_EXOCYTOSIS,3,234,182,57622,ENSG00000100604;ENSG00000188373;ENSG00000204936,0.038475043907832115,0.0665785542405095,GO_BP
GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR,3,234,182,57622,ENSG00000066405;ENSG00000148346;ENSG00000169429,0.038475043907832115,0.0665785542405095,GO_BP
GOBP_KIDNEY_MORPHOGENESIS,2,98,182,57622,ENSG00000101144;ENSG00000184292,0.038696319687741704,0.06681620492720693,GO_BP
GOBP_RESPONSE_TO_CARBOHYDRATE,3,237,182,57622,ENSG00000133742;ENSG00000134240;ENSG00000148346,0.03971146942417708,0.06842062697325749,GO_BP
GOBP_TISSUE_MIGRATION,2,100,182,57622,ENSG00000163017;ENSG00000184292,0.040136602213260805,0.06900374808154558,GO_BP
GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION,3,239,182,57622,ENSG00000154269;ENSG00000183734;ENSG00000188257,0.04054687310674287,0.06940927095261791,GO_BP
GOBP_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS,3,239,182,57622,ENSG00000118785;ENSG00000140807;ENSG00000145423,0.04054687310674287,0.06940927095261791,GO_BP
GOBP_BONE_MORPHOGENESIS,2,101,182,57622,ENSG00000105664;ENSG00000106483,0.040864285979780215,0.06950421290578003,GO_BP
GOBP_SEGMENTATION,2,101,182,57622,ENSG00000140807;ENSG00000145423,0.040864285979780215,0.06950421290578003,GO_BP
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION,2,101,182,57622,ENSG00000154269;ENSG00000188257,0.040864285979780215,0.06950421290578003,GO_BP
GOBP_TRANSITION_METAL_ION_TRANSPORT,2,102,182,57622,ENSG00000134827;ENSG00000148346,0.04159694667769139,0.07059950864699861,GO_BP
GOBP_PROTEIN_CONTAINING_COMPLEX_ORGANIZATION,11,1921,182,57622,ENSG00000105664;ENSG00000132465;ENSG00000133392;ENSG00000136872;ENSG00000149968;ENSG00000163586;ENSG00000164816;ENSG00000179914;ENSG00000188257;ENSG00000196611;ENSG00000276168,0.04235997677639447,0.0715892601146709,GO_BP
GOBP_MESONEPHROS_DEVELOPMENT,2,103,182,57622,ENSG00000101144;ENSG00000184292,0.042334545992378236,0.0715892601146709,GO_BP
GOBP_REPRODUCTIVE_PROCESS,10,1687,182,57622,ENSG00000067048;ENSG00000091138;ENSG00000101144;ENSG00000114374;ENSG00000118785;ENSG00000124102;ENSG00000124882;ENSG00000145423;ENSG00000167244;ENSG00000206075,0.042591195815401585,0.07182752514631284,GO_BP
GOBP_ORGANIC_ACID_CATABOLIC_PROCESS,3,245,182,57622,ENSG00000015413;ENSG00000073067;ENSG00000163586,0.04310618439396583,0.0723892885603308,GO_BP
GOBP_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT,3,245,182,57622,ENSG00000060718;ENSG00000101144;ENSG00000133392,0.04310618439396583,0.0723892885603308,GO_BP
GOBP_SMOOTH_MUSCLE_CONTRACTION,2,105,182,57622,ENSG00000105664;ENSG00000133392,0.043824408162822646,0.07328619516303955,GO_BP
GOBP_NEURAL_TUBE_FORMATION,2,105,182,57622,ENSG00000101144;ENSG00000145423,0.043824408162822646,0.07328619516303955,GO_BP
GOBP_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING,2,106,182,57622,ENSG00000102837;ENSG00000184292,0.044576595336138614,0.07407718139366667,GO_BP
GOBP_ENDOCRINE_PROCESS,2,106,182,57622,ENSG00000118785;ENSG00000166825,0.044576595336138614,0.07407718139366667,GO_BP
GOBP_DICARBOXYLIC_ACID_TRANSPORT,2,106,182,57622,ENSG00000091138;ENSG00000155850,0.044576595336138614,0.07407718139366667,GO_BP
GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT,4,420,182,57622,ENSG00000101144;ENSG00000134762;ENSG00000167244;ENSG00000183734,0.044889238453495885,0.07444132043538068,GO_BP
GOBP_ACYL_COA_METABOLIC_PROCESS,2,108,182,57622,ENSG00000134240;ENSG00000164398,0.046095294060995086,0.07628244089927669,GO_BP
GOBP_HEART_DEVELOPMENT,5,615,182,57622,ENSG00000060718;ENSG00000101144;ENSG00000133392;ENSG00000145423;ENSG00000243709,0.04640013141443413,0.07662760291678333,GO_BP
GOBP_RESPONSE_TO_PEPTIDE,7,1039,182,57622,ENSG00000066405;ENSG00000118785;ENSG00000124882;ENSG00000140279;ENSG00000148346;ENSG00000163017;ENSG00000169429,0.04787970485403142,0.07890733967662321,GO_BP
GOBP_POSITIVE_REGULATION_OF_GROWTH,3,256,182,57622,ENSG00000145423;ENSG00000167244;ENSG00000275896,0.04800311491495465,0.07894727163699154,GO_BP
GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS,2,112,182,57622,ENSG00000163586;ENSG00000164398,0.04918894908310101,0.0807307288044297,GO_BP
GOBP_REGULATION_OF_SECRETION,5,626,182,57622,ENSG00000100604;ENSG00000118785;ENSG00000165376;ENSG00000171431;ENSG00000204936,0.0493679091189556,0.08085772769277501,GO_BP
GOBP_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,2,113,182,57622,ENSG00000101144;ENSG00000145423,0.04997386866536493,0.08151475298694771,GO_BP
GOBP_LYMPHOCYTE_MIGRATION,2,113,182,57622,ENSG00000183734;ENSG00000188373,0.04997386866536493,0.08151475298694771,GO_BP
GOBP_VASCULATURE_DEVELOPMENT,6,838,182,57622,ENSG00000101144;ENSG00000105664;ENSG00000124882;ENSG00000145423;ENSG00000166825;ENSG00000169429,0.05095180658830152,0.08293995510079348,GO_BP
GOBP_CIRCULATORY_SYSTEM_PROCESS,5,633,182,57622,ENSG00000080493;ENSG00000100604;ENSG00000105664;ENSG00000166825;ENSG00000175084,0.051313603960257734,0.08301957063488853,GO_BP
GOBP_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS,5,633,182,57622,ENSG00000073737;ENSG00000103375;ENSG00000134240;ENSG00000136872;ENSG00000163586,0.051313603960257734,0.08301957063488853,GO_BP
GOBP_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS,3,263,182,57622,ENSG00000080493;ENSG00000136872;ENSG00000163586,0.05125552048889691,0.08301957063488853,GO_BP
GOBP_RESPONSE_TO_INTERLEUKIN_1,2,115,182,57622,ENSG00000148346;ENSG00000169429,0.051557260303391236,0.08313568313108775,GO_BP
GOBP_MULTICELLULAR_ORGANISMAL_REPRODUCTIVE_PROCESS,7,1057,182,57622,ENSG00000067048;ENSG00000091138;ENSG00000114374;ENSG00000118785;ENSG00000124102;ENSG00000124882;ENSG00000167244,0.05159425561150421,0.08313568313108775,GO_BP
GOBP_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT,4,442,182,57622,ENSG00000101144;ENSG00000118785;ENSG00000145423;ENSG00000167755,0.052304421135391285,0.08402239042507703,GO_BP
GOBP_PROTEOGLYCAN_METABOLIC_PROCESS,2,116,182,57622,ENSG00000060718;ENSG00000156966,0.05235566036537463,0.08402239042507703,GO_BP
GOBP_FATTY_ACID_TRANSPORT,2,117,182,57622,ENSG00000163586;ENSG00000188257,0.05315848222692381,0.0851391385364816,GO_BP
GOBP_CELLULAR_RESPONSE_TO_LIGHT_STIMULUS,2,118,182,57622,ENSG00000149968;ENSG00000196611,0.05396569034015496,0.08608555012177024,GO_BP
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION,2,118,182,57622,ENSG00000012817;ENSG00000196188,0.05396569034015496,0.08608555012177024,GO_BP
GOBP_RESPONSE_TO_RADIATION,4,447,182,57622,ENSG00000145423;ENSG00000148346;ENSG00000149968;ENSG00000196611,0.05407748175289398,0.08609135095060721,GO_BP
GOBP_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS,2,119,182,57622,ENSG00000140274;ENSG00000140279,0.054777249335408354,0.08671457641947394,GO_BP
GOBP_MONOSACCHARIDE_METABOLIC_PROCESS,3,270,182,57622,ENSG00000136872;ENSG00000163586;ENSG00000167244,0.054612205178201076,0.08671457641947394,GO_BP
GOBP_WOUND_HEALING,4,449,182,57622,ENSG00000105664;ENSG00000124882;ENSG00000140279;ENSG00000172016,0.05479576876758215,0.08671457641947394,GO_BP
GOBP_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY,2,120,182,57622,ENSG00000106483;ENSG00000145423,0.05559312402048814,0.08780183873077095,GO_BP
GOBP_CELL_DIVISION,5,649,182,57622,ENSG00000124882;ENSG00000145423;ENSG00000167244;ENSG00000188175;ENSG00000188373,0.05592793298230131,0.08815571218596403,GO_BP
GOBP_REGULATION_OF_BMP_SIGNALING_PATHWAY,2,121,182,57622,ENSG00000106483;ENSG00000145423,0.05641327937990376,0.08874500076364306,GO_BP
GOBP_REGULATION_OF_LEUKOCYTE_PROLIFERATION,3,274,182,57622,ENSG00000154269;ENSG00000167244;ENSG00000188257,0.05657656386453472,0.088826321175877,GO_BP
GOBP_MONOSACCHARIDE_TRANSMEMBRANE_TRANSPORT,2,122,182,57622,ENSG00000163586;ENSG00000179914,0.057237680574115504,0.089687389246055,GO_BP
GOBP_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS,8,1314,182,57622,ENSG00000060718;ENSG00000101144;ENSG00000124882;ENSG00000133392;ENSG00000140807;ENSG00000145423;ENSG00000166825;ENSG00000169429,0.05811908448299552,0.09088957023273957,GO_BP
GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS,3,280,182,57622,ENSG00000106483;ENSG00000169429;ENSG00000187908,0.05958540878756377,0.0929999713625505,GO_BP
GOBP_EMBRYONIC_EPITHELIAL_TUBE_FORMATION,2,126,182,57622,ENSG00000101144;ENSG00000145423,0.060577053024379636,0.09436268925128412,GO_BP
GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS,2,127,182,57622,ENSG00000073067;ENSG00000163586,0.06142216690528149,0.09549227511055482,GO_BP
GOBP_PROTEIN_COMPLEX_OLIGOMERIZATION,3,284,182,57622,ENSG00000105664;ENSG00000164816;ENSG00000179914,0.06163240651134111,0.09563235006438114,GO_BP
GOBP_GLAND_MORPHOGENESIS,2,128,182,57622,ENSG00000101144;ENSG00000206075,0.06227132123680448,0.09624848874659488,GO_BP
GOBP_EMBRYONIC_APPENDAGE_MORPHOGENESIS,2,128,182,57622,ENSG00000101144;ENSG00000145423,0.06227132123680448,0.09624848874659488,GO_BP
GOBP_ORGANIC_HYDROXY_COMPOUND_TRANSPORT,3,286,182,57622,ENSG00000100604;ENSG00000118785;ENSG00000163586,0.06266812031529856,0.09667407707553809,GO_BP
GOBP_ICOSANOID_METABOLIC_PROCESS,2,129,182,57622,ENSG00000015413;ENSG00000163586,0.06312448239017429,0.09718972530479446,GO_BP
GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS,6,889,182,57622,ENSG00000101144;ENSG00000118785;ENSG00000145423;ENSG00000148346;ENSG00000169429;ENSG00000184292,0.06400446991105815,0.09835435916834419,GO_BP
GOBP_PATTERN_SPECIFICATION_PROCESS,4,475,182,57622,ENSG00000101144;ENSG00000140807;ENSG00000145423;ENSG00000243709,0.06460132891284072,0.0990802655387692,GO_BP
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,2,131,182,57622,ENSG00000154269;ENSG00000183734,0.06484269149671583,0.09925919698343422,GO_BP
GOBP_CELLULAR_COMPONENT_DISASSEMBLY,4,477,182,57622,ENSG00000137673;ENSG00000149968;ENSG00000196611;ENSG00000275896,0.06539130797851327,0.09990687361016613,GO_BP
GOBP_CARDIAC_VENTRICLE_DEVELOPMENT,2,134,182,57622,ENSG00000060718;ENSG00000145423,0.06744922533812293,0.10226587308408734,GO_BP
GOBP_SYMBIONT_ENTRY_INTO_HOST,2,134,182,57622,ENSG00000166825;ENSG00000169429,0.06744922533812293,0.10226587308408734,GO_BP
GOBP_MESODERM_DEVELOPMENT,2,134,182,57622,ENSG00000101144;ENSG00000145423,0.06744922533812293,0.10226587308408734,GO_BP
GOBP_SENSORY_ORGAN_MORPHOGENESIS,3,295,182,57622,ENSG00000060718;ENSG00000101144;ENSG00000140807,0.06742837663589635,0.10226587308408734,GO_BP
GOBP_NEGATIVE_REGULATION_OF_HEMOPOIESIS,2,135,182,57622,ENSG00000066405;ENSG00000183734,0.06832573068844545,0.10320167291841097,GO_BP
GOBP_REGULATION_OF_WOUND_HEALING,2,135,182,57622,ENSG00000140279;ENSG00000172016,0.06832573068844545,0.10320167291841097,GO_BP
GOBP_WNT_SIGNALING_PATHWAY,4,485,182,57622,ENSG00000106483;ENSG00000140807;ENSG00000145423;ENSG00000185269,0.06860167458063872,0.10342222152687201,GO_BP
GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS,8,1364,182,57622,ENSG00000101144;ENSG00000106483;ENSG00000145423;ENSG00000148346;ENSG00000167244;ENSG00000169429;ENSG00000184292;ENSG00000188257,0.0689532888323086,0.10364314172839584,GO_BP
GOBP_NUCLEOTIDE_METABOLIC_PROCESS,4,486,182,57622,ENSG00000080493;ENSG00000136872;ENSG00000154269;ENSG00000163586,0.0690086245176505,0.10364314172839584,GO_BP
GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION,7,1133,182,57622,ENSG00000101144;ENSG00000106483;ENSG00000124882;ENSG00000148346;ENSG00000149968;ENSG00000167244;ENSG00000196611,0.06924978044670817,0.10380946372048908,GO_BP
GOBP_MITOTIC_NUCLEAR_DIVISION,3,299,182,57622,ENSG00000101144;ENSG00000124882;ENSG00000167244,0.06959566889728118,0.10413186549292447,GO_BP
GOBP_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT,2,137,182,57622,ENSG00000060718;ENSG00000101144,0.07009003752114709,0.10467480275203206,GO_BP
GOBP_CARBOHYDRATE_TRANSPORT,2,138,182,57622,ENSG00000163586;ENSG00000179914,0.07097777459004075,0.10580207598066,GO_BP
GOBP_RECEPTOR_INTERNALIZATION,2,139,182,57622,ENSG00000106483;ENSG00000169429,0.07186919142471326,0.10693061004499393,GO_BP
GOBP_RESPONSE_TO_IONIZING_RADIATION,2,140,182,57622,ENSG00000145423;ENSG00000148346,0.07276425622697684,0.10785912096214817,GO_BP
GOBP_RESPONSE_TO_CALCIUM_ION,2,140,182,57622,ENSG00000015413;ENSG00000166869,0.07276425622697684,0.10785912096214817,GO_BP
GOBP_BLOOD_VESSEL_MORPHOGENESIS,5,705,182,57622,ENSG00000105664;ENSG00000124882;ENSG00000145423;ENSG00000166825;ENSG00000169429,0.07390336516627535,0.10934401240214718,GO_BP
GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,2,143,182,57622,ENSG00000183734;ENSG00000188373,0.07547102288563105,0.11104424069678802,GO_BP
GOBP_REGULATION_OF_DEFENSE_RESPONSE,6,928,182,57622,ENSG00000124882;ENSG00000140274;ENSG00000149968;ENSG00000154269;ENSG00000172016;ENSG00000188257,0.07520058362039332,0.11104424069678802,GO_BP
GOBP_POSITIVE_REGULATION_OF_SIGNALING,10,1877,182,57622,ENSG00000100604;ENSG00000101144;ENSG00000106483;ENSG00000118785;ENSG00000140807;ENSG00000145423;ENSG00000166869;ENSG00000167244;ENSG00000167755;ENSG00000188257,0.07539984773667358,0.11104424069678802,GO_BP
GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,3,314,182,57622,ENSG00000101144;ENSG00000106483;ENSG00000145423,0.07799890446550926,0.11455189659510216,GO_BP
GOBP_CELLULAR_RESPIRATION,3,315,182,57622,ENSG00000080493;ENSG00000136872;ENSG00000163586,0.07857431701320505,0.11518444998620851,GO_BP
GOBP_ERBB_SIGNALING_PATHWAY,2,148,182,57622,ENSG00000124882;ENSG00000162896,0.08005233888707262,0.11670634020899232,GO_BP
GOBP_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION,2,148,182,57622,ENSG00000101144;ENSG00000145423,0.08005233888707262,0.11670634020899232,GO_BP
GOBP_B_CELL_DIFFERENTIATION,2,148,182,57622,ENSG00000103375;ENSG00000211899,0.08005233888707262,0.11670634020899232,GO_BP
GOBP_REGULATION_OF_FAT_CELL_DIFFERENTIATION,2,149,182,57622,ENSG00000101144;ENSG00000145423,0.08097883100638825,0.117411929838042,GO_BP
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,2,149,182,57622,ENSG00000066405;ENSG00000166869,0.08097883100638825,0.117411929838042,GO_BP
GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS,2,149,182,57622,ENSG00000103375;ENSG00000134240,0.08097883100638825,0.117411929838042,GO_BP
GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS,4,515,182,57622,ENSG00000100604;ENSG00000101144;ENSG00000149968;ENSG00000196611,0.08134872581159769,0.11770873147607284,GO_BP
GOBP_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS,3,320,182,57622,ENSG00000156966;ENSG00000167080;ENSG00000198488,0.08147928523029666,0.11770873147607284,GO_BP
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION,2,150,182,57622,ENSG00000169429;ENSG00000183734,0.08190866191591986,0.11790107574154107,GO_BP
GOBP_KIDNEY_EPITHELIUM_DEVELOPMENT,2,150,182,57622,ENSG00000101144;ENSG00000184292,0.08190866191591986,0.11790107574154107,GO_BP
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION,2,151,182,57622,ENSG00000124882;ENSG00000145423,0.08284180156330156,0.11902901452055605,GO_BP
GOBP_RESPONSE_TO_UV,2,152,182,57622,ENSG00000149968;ENSG00000196611,0.08377822005080046,0.11994148050438339,GO_BP
GOBP_HEPATICOBILIARY_SYSTEM_DEVELOPMENT,2,152,182,57622,ENSG00000134240;ENSG00000163586,0.08377822005080046,0.11994148050438339,GO_BP
GOBP_TUBE_FORMATION,2,153,182,57622,ENSG00000101144;ENSG00000145423,0.08471788763465049,0.12106900997698705,GO_BP
GOBP_MORPHOGENESIS_OF_EMBRYONIC_EPITHELIUM,2,154,182,57622,ENSG00000101144;ENSG00000145423,0.08566077472438455,0.12219709082546613,GO_BP
GOBP_RENAL_SYSTEM_DEVELOPMENT,3,329,182,57622,ENSG00000101144;ENSG00000134240;ENSG00000184292,0.08682361846611601,0.12363434758323497,GO_BP
GOBP_APPENDAGE_MORPHOGENESIS,2,156,182,57622,ENSG00000101144;ENSG00000145423,0.08755608982216814,0.12401182828904954,GO_BP
GOBP_RESPONSE_TO_LIGHT_STIMULUS,3,330,182,57622,ENSG00000148346;ENSG00000149968;ENSG00000196611,0.0874264455872247,0.12401182828904954,GO_BP
GOBP_MESENCHYME_DEVELOPMENT,3,330,182,57622,ENSG00000101144;ENSG00000145423;ENSG00000163017,0.0874264455872247,0.12401182828904954,GO_BP
GOBP_HORMONE_TRANSPORT,3,334,182,57622,ENSG00000100604;ENSG00000118785;ENSG00000183844,0.0898555030722192,0.12704259404171667,GO_BP
GOBP_NEPHRON_DEVELOPMENT,2,160,182,57622,ENSG00000101144;ENSG00000184292,0.09138406896963294,0.12874640513243862,GO_BP
GOBP_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION,2,160,182,57622,ENSG00000124882;ENSG00000167244,0.09138406896963294,0.12874640513243862,GO_BP
GOBP_LIPID_BIOSYNTHETIC_PROCESS,5,754,182,57622,ENSG00000073737;ENSG00000103375;ENSG00000134240;ENSG00000163586;ENSG00000164398,0.09192357187053582,0.12927767351403976,GO_BP
GOBP_CARDIOCYTE_DIFFERENTIATION,2,161,182,57622,ENSG00000101144;ENSG00000133392,0.09234867680621793,0.1294182160875871,GO_BP
GOBP_POSITIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,2,161,182,57622,ENSG00000080493;ENSG00000167244,0.09234867680621793,0.1294182160875871,GO_BP
GOBP_CELLULAR_RESPONSE_TO_STRESS,10,1956,182,57622,ENSG00000016490;ENSG00000101144;ENSG00000105664;ENSG00000118785;ENSG00000145423;ENSG00000148346;ENSG00000149968;ENSG00000163586;ENSG00000169429;ENSG00000171431,0.09273391735589898,0.12972969809366536,GO_BP
GOBP_POSITIVE_REGULATION_OF_CELL_GROWTH,2,162,182,57622,ENSG00000145423;ENSG00000275896,0.0933162728647919,0.1303153564918848,GO_BP
GOBP_RESPONSE_TO_STEROID_HORMONE,3,341,182,57622,ENSG00000012817;ENSG00000118785;ENSG00000134240,0.0941737652029353,0.13128251681530034,GO_BP
GOBP_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION,2,164,182,57622,ENSG00000106483;ENSG00000172016,0.09526031683360647,0.13233370366413744,GO_BP
GOBP_NEURAL_TUBE_DEVELOPMENT,2,164,182,57622,ENSG00000101144;ENSG00000145423,0.09526031683360647,0.13233370366413744,GO_BP
GOBP_LEUKOCYTE_PROLIFERATION,3,346,182,57622,ENSG00000154269;ENSG00000167244;ENSG00000188257,0.0973097989524816,0.13494529610831943,GO_BP
GOBP_POSITIVE_REGULATION_OF_GENE_EXPRESSION,7,1234,182,57622,ENSG00000101144;ENSG00000106483;ENSG00000124882;ENSG00000148346;ENSG00000163017;ENSG00000164816;ENSG00000169429,0.09769639827025632,0.13524579656195482,GO_BP
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION,2,167,182,57622,ENSG00000183734;ENSG00000188257,0.09819809320224927,0.13570430935588615,GO_BP
GOBP_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS,9,1734,182,57622,ENSG00000100604;ENSG00000101144;ENSG00000118785;ENSG00000124882;ENSG00000145423;ENSG00000148346;ENSG00000164816;ENSG00000167244;ENSG00000169429,0.10010844026342916,0.13810453804105652,GO_BP
GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS,2,170,182,57622,ENSG00000136872;ENSG00000145423,0.10116125915820286,0.1393155056919195,GO_BP
GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION,3,353,182,57622,ENSG00000133392;ENSG00000167080;ENSG00000167244,0.10177080276705723,0.139912882560583,GO_BP
GOBP_ADAPTIVE_THERMOGENESIS,2,171,182,57622,ENSG00000148346;ENSG00000166165,0.1021544958840908,0.14019823917885563,GO_BP
GOBP_POSITIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH,4,560,182,57622,ENSG00000101144;ENSG00000106483;ENSG00000145423;ENSG00000148346,0.10248629990934183,0.14041152276735988,GO_BP
GOBP_EYE_MORPHOGENESIS,2,173,182,57622,ENSG00000101144;ENSG00000140807,0.10414907958185857,0.14244444561367597,GO_BP
GOBP_REGULATION_OF_NEUROGENESIS,3,357,182,57622,ENSG00000101144;ENSG00000118785;ENSG00000183734,0.10435617978893491,0.14248288012348576,GO_BP
GOBP_STEROID_BIOSYNTHETIC_PROCESS,2,177,182,57622,ENSG00000103375;ENSG00000134240,0.10816994244663035,0.14718508408122694,GO_BP
GOBP_HOMOPHILIC_CELL_CELL_ADHESION,2,177,182,57622,ENSG00000134762;ENSG00000148600,0.10816994244663035,0.14718508408122694,GO_BP
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,2,179,182,57622,ENSG00000101144;ENSG00000145423,0.11019580062049038,0.1496857633001883,GO_BP
GOBP_CELLULAR_RESPONSE_TO_METAL_ION,2,180,182,57622,ENSG00000015413;ENSG00000166869,0.11121249538808482,0.15080944860121895,GO_BP
GOBP_REGULATION_OF_NEURON_DIFFERENTIATION,2,184,182,57622,ENSG00000101144;ENSG00000145423,0.11530378105949646,0.1560915131349646,GO_BP
GOBP_EXOCYTOSIS,3,374,182,57622,ENSG00000100604;ENSG00000188373;ENSG00000204936,0.11562755901271415,0.15626406956556957,GO_BP
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION,2,187,182,57622,ENSG00000183734;ENSG00000188257,0.11839726916140648,0.1597359766991179,GO_BP
GOBP_SODIUM_ION_TRANSMEMBRANE_TRANSPORT,2,188,182,57622,ENSG00000066230;ENSG00000080493,0.1194330650394309,0.16058905366788342,GO_BP
GOBP_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT,2,188,182,57622,ENSG00000145423;ENSG00000169429,0.1194330650394309,0.16058905366788342,GO_BP
GOBP_NEGATIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION,2,189,182,57622,ENSG00000118785;ENSG00000184292,0.12047113635585648,0.16171167713197598,GO_BP
GOBP_REGULATION_OF_SYSTEM_PROCESS,4,597,182,57622,ENSG00000100604;ENSG00000118785;ENSG00000165376;ENSG00000175084,0.12156244133152465,0.16290185740722832,GO_BP
GOBP_GENERATION_OF_NEURONS,8,1561,182,57622,ENSG00000101144;ENSG00000118785;ENSG00000140807;ENSG00000145423;ENSG00000148600;ENSG00000164398;ENSG00000167755;ENSG00000183734,0.12297414602698101,0.16451667266802836,GO_BP
GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS,3,387,182,57622,ENSG00000188257;ENSG00000188373;ENSG00000198788,0.12454254961781626,0.1663353515029895,GO_BP
GOBP_ORGANOPHOSPHATE_BIOSYNTHETIC_PROCESS,4,604,182,57622,ENSG00000131730;ENSG00000134240;ENSG00000164398;ENSG00000166165,0.12533283951022214,0.16683100376277063,GO_BP
