pathway,k_overlap,K_pathway_size_in_background,n_gene_set_size,N_background_size,overlap_genes,p_value,padj,collection
GOBP_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS,2,52,182,57622,ENSG00000134240;ENSG00000164398,0.011861272975184729,0.030955977994252603,GO_BP
GOBP_EXPORT_FROM_CELL,8,963,182,57622,ENSG00000080493;ENSG00000100604;ENSG00000105664;ENSG00000118785;ENSG00000171431;ENSG00000183844;ENSG00000188373;ENSG00000204936,0.011942494004280874,0.03106609551440384,GO_BP
GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY,4,278,182,57622,ENSG00000106483;ENSG00000140807;ENSG00000145423;ENSG00000185269,0.012007954934513999,0.031134632338349,GO_BP
GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS,4,279,182,57622,ENSG00000015413;ENSG00000134240;ENSG00000163586;ENSG00000164398,0.01215331204733679,0.031307561131650764,GO_BP
GOBP_RESPONSE_TO_ALCOHOL,4,279,182,57622,ENSG00000066405;ENSG00000134240;ENSG00000163017;ENSG00000163586,0.01215331204733679,0.031307561131650764,GO_BP
GOBP_PEPTIDE_TRANSPORT,4,281,182,57622,ENSG00000100604;ENSG00000104267;ENSG00000137673;ENSG00000183844,0.012447400795591965,0.03185894222923217,GO_BP
GOBP_IMPORT_INTO_CELL,8,970,182,57622,ENSG00000066230;ENSG00000103375;ENSG00000106483;ENSG00000148346;ENSG00000163586;ENSG00000169429;ENSG00000187908;ENSG00000204936,0.012427816809822639,0.03185894222923217,GO_BP
GOBP_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT,4,282,182,57622,ENSG00000066405;ENSG00000101144;ENSG00000118785;ENSG00000183734,0.012596138309484821,0.032136301584454866,GO_BP
GOBP_MEMBRANE_LIPID_CATABOLIC_PROCESS,2,54,182,57622,ENSG00000163586;ENSG00000170835,0.01274792680424091,0.03231640043368078,GO_BP
GOBP_REGULATION_OF_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE,2,54,182,57622,ENSG00000101144;ENSG00000184292,0.01274792680424091,0.03231640043368078,GO_BP
GOBP_LEUKOCYTE_CELL_CELL_ADHESION,5,442,182,57622,ENSG00000101144;ENSG00000167244;ENSG00000183734;ENSG00000188257;ENSG00000204936,0.01354959575132028,0.03423961339063791,GO_BP
GOBP_REGULATION_OF_NUCLEAR_DIVISION,3,157,182,57622,ENSG00000101144;ENSG00000124882;ENSG00000167244,0.013747446777954614,0.03439175915114534,GO_BP
GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY,3,157,182,57622,ENSG00000106483;ENSG00000140807;ENSG00000145423,0.013747446777954614,0.03439175915114534,GO_BP
GOBP_CELLULAR_RESPONSE_TO_CAMP,2,56,182,57622,ENSG00000091138;ENSG00000103375,0.013662611528578601,0.03439175915114534,GO_BP
GOBP_REGULATION_OF_GROWTH,6,614,182,57622,ENSG00000118785;ENSG00000145423;ENSG00000167244;ENSG00000168243;ENSG00000205277;ENSG00000275896,0.013782627097004226,0.03439175915114534,GO_BP
GOBP_PURINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS,3,159,182,57622,ENSG00000080493;ENSG00000136872;ENSG00000163586,0.014218064269126293,0.03536743486945165,GO_BP
GOBP_SODIUM_ION_HOMEOSTASIS,2,58,182,57622,ENSG00000066230;ENSG00000166869,0.014604942344856282,0.03610414318790559,GO_BP
GOBP_RESPONSE_TO_AMYLOID_BETA,2,58,182,57622,ENSG00000148346;ENSG00000149968,0.014604942344856282,0.03610414318790559,GO_BP
GOBP_GLAND_DEVELOPMENT,5,453,182,57622,ENSG00000101144;ENSG00000134240;ENSG00000163586;ENSG00000167244;ENSG00000206075,0.014916695576819407,0.03664719036774151,GO_BP
GOBP_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS,8,1003,182,57622,ENSG00000060718;ENSG00000080493;ENSG00000136872;ENSG00000154269;ENSG00000156966;ENSG00000163586;ENSG00000167080;ENSG00000198488,0.01491315344604481,0.03664719036774151,GO_BP
GOBP_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING,2,60,182,57622,ENSG00000102837;ENSG00000184292,0.01557453814176793,0.03814563803337622,GO_BP
GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE,3,165,182,57622,ENSG00000101144;ENSG00000145423;ENSG00000184292,0.015684379475169905,0.03829682841176455,GO_BP
GOBP_GLUTATHIONE_METABOLIC_PROCESS,2,61,182,57622,ENSG00000015413;ENSG00000163586,0.01606944231262445,0.03899905379803901,GO_BP
GOBP_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT,8,1017,182,57622,ENSG00000016490;ENSG00000016602;ENSG00000066230;ENSG00000080493;ENSG00000091138;ENSG00000134827;ENSG00000148346;ENSG00000155850,0.016069961866528638,0.03899905379803901,GO_BP
GOBP_MONOATOMIC_ION_HOMEOSTASIS,6,637,182,57622,ENSG00000066230;ENSG00000080493;ENSG00000091138;ENSG00000104267;ENSG00000148346;ENSG00000166869,0.01622437506833524,0.03925411110758313,GO_BP
GOBP_MESENCHYME_MORPHOGENESIS,2,62,182,57622,ENSG00000101144;ENSG00000163017,0.016571021469201228,0.039850553140435584,GO_BP
GOBP_PROTEIN_LIPID_COMPLEX_ORGANIZATION,2,62,182,57622,ENSG00000163586;ENSG00000188257,0.016571021469201228,0.039850553140435584,GO_BP
GOBP_PROTEIN_TRANSPORT,10,1439,182,57622,ENSG00000100604;ENSG00000105664;ENSG00000140274;ENSG00000163586;ENSG00000166869;ENSG00000167080;ENSG00000171431;ENSG00000174992;ENSG00000183844;ENSG00000187908,0.01665884640447226,0.03994108957216843,GO_BP
GOBP_POSITIVE_REGULATION_OF_NUCLEAR_DIVISION,2,63,182,57622,ENSG00000124882;ENSG00000167244,0.017079228997274924,0.0402220895912155,GO_BP
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,5,469,182,57622,ENSG00000080493;ENSG00000134240;ENSG00000136872;ENSG00000163586;ENSG00000167244,0.01706568023894391,0.0402220895912155,GO_BP
GOBP_RESPONSE_TO_FATTY_ACID,2,63,182,57622,ENSG00000134240;ENSG00000163586,0.017079228997274924,0.0402220895912155,GO_BP
GOBP_CIRCULATORY_SYSTEM_DEVELOPMENT,9,1233,182,57622,ENSG00000060718;ENSG00000101144;ENSG00000105664;ENSG00000124882;ENSG00000133392;ENSG00000145423;ENSG00000166825;ENSG00000169429;ENSG00000243709,0.01704935618937822,0.0402220895912155,GO_BP
GOBP_OLIGOSACCHARIDE_METABOLIC_PROCESS,2,63,182,57622,ENSG00000090402;ENSG00000167080,0.017079228997274924,0.0402220895912155,GO_BP
GOBP_EMBRYONIC_ORGAN_DEVELOPMENT,5,469,182,57622,ENSG00000060718;ENSG00000101144;ENSG00000167244;ENSG00000169429;ENSG00000183734,0.01706568023894391,0.0402220895912155,GO_BP
GOBP_MUSCLE_CELL_DIFFERENTIATION,5,470,182,57622,ENSG00000105664;ENSG00000124882;ENSG00000133392;ENSG00000167080;ENSG00000167244,0.017206441231420712,0.040226608895188205,GO_BP
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_HOST,3,171,182,57622,ENSG00000117983;ENSG00000166825;ENSG00000169429,0.01723275582067736,0.040226608895188205,GO_BP
GOBP_REPRODUCTIVE_SYSTEM_DEVELOPMENT,4,310,182,57622,ENSG00000101144;ENSG00000124882;ENSG00000145423;ENSG00000206075,0.017230589338263665,0.040226608895188205,GO_BP
GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE,5,471,182,57622,ENSG00000140274;ENSG00000149968;ENSG00000154269;ENSG00000172016;ENSG00000188257,0.017347970793383582,0.04037714839629629,GO_BP
GOBP_REGULATION_OF_CARBOHYDRATE_CATABOLIC_PROCESS,2,64,182,57622,ENSG00000080493;ENSG00000136872,0.017594018507634444,0.0405937354552957,GO_BP
GOBP_CELLULAR_RESPONSE_TO_HYDROGEN_PEROXIDE,2,64,182,57622,ENSG00000148346;ENSG00000163586,0.017594018507634444,0.0405937354552957,GO_BP
GOBP_REGULATION_OF_RESPONSE_TO_WOUNDING,3,172,182,57622,ENSG00000118785;ENSG00000140279;ENSG00000172016,0.017498824526381615,0.0405937354552957,GO_BP
GOBP_NEGATIVE_REGULATION_OF_CELL_GROWTH,3,173,182,57622,ENSG00000118785;ENSG00000145423;ENSG00000168243,0.01776718469483856,0.04087479484708524,GO_BP
GOBP_MONOATOMIC_ION_TRANSPORT,9,1244,182,57622,ENSG00000016490;ENSG00000016602;ENSG00000066230;ENSG00000080493;ENSG00000091138;ENSG00000104267;ENSG00000134827;ENSG00000148346;ENSG00000155850,0.017945324191056867,0.041165642812914315,GO_BP
GOBP_CARDIAC_CHAMBER_DEVELOPMENT,3,174,182,57622,ENSG00000060718;ENSG00000101144;ENSG00000145423,0.01803783764057587,0.04125896195947814,GO_BP
GOBP_LONG_CHAIN_FATTY_ACID_TRANSPORT,2,65,182,57622,ENSG00000163586;ENSG00000188257,0.018115343835137385,0.041317517744324815,GO_BP
GOBP_MONOCARBOXYLIC_ACID_TRANSPORT,3,175,182,57622,ENSG00000163586;ENSG00000165376;ENSG00000188257,0.018310784590537605,0.04164395581162267,GO_BP
GOBP_CELLULAR_HOMEOSTASIS,7,847,182,57622,ENSG00000066230;ENSG00000080493;ENSG00000091138;ENSG00000104267;ENSG00000148346;ENSG00000166869;ENSG00000169876,0.018653285162073426,0.042062365407961606,GO_BP
GOBP_UROGENITAL_SYSTEM_DEVELOPMENT,2,66,182,57622,ENSG00000101144;ENSG00000206075,0.018643159037770446,0.042062365407961606,GO_BP
GOBP_SOMITOGENESIS,2,66,182,57622,ENSG00000140807;ENSG00000145423,0.018643159037770446,0.042062365407961606,GO_BP
GOBP_STEROL_METABOLIC_PROCESS,3,177,182,57622,ENSG00000103375;ENSG00000134240;ENSG00000163586,0.018863564977228284,0.04217808348840931,GO_BP
GOBP_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS,9,1254,182,57622,ENSG00000066405;ENSG00000101144;ENSG00000118785;ENSG00000145423;ENSG00000154269;ENSG00000172016;ENSG00000183734;ENSG00000184292;ENSG00000188257,0.018789258493412984,0.04217808348840931,GO_BP
GOBP_KERATINOCYTE_DIFFERENTIATION,3,177,182,57622,ENSG00000124102;ENSG00000124882;ENSG00000172016,0.018863564977228284,0.04217808348840931,GO_BP
GOBP_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS,4,319,182,57622,ENSG00000080493;ENSG00000124882;ENSG00000166869;ENSG00000179914,0.01891818285374371,0.04218171863187673,GO_BP
GOBP_SULFUR_COMPOUND_TRANSPORT,2,67,182,57622,ENSG00000091138;ENSG00000155850,0.019177418395713224,0.04231785362495402,GO_BP
GOBP_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,4,320,182,57622,ENSG00000101144;ENSG00000148346;ENSG00000149968;ENSG00000163586,0.019111781388864334,0.04231785362495402,GO_BP
GOBP_POSITIVE_REGULATION_OF_TRANSPORT,7,852,182,57622,ENSG00000104267;ENSG00000106483;ENSG00000118785;ENSG00000148346;ENSG00000166869;ENSG00000179914;ENSG00000204936,0.019191890902774372,0.04231785362495402,GO_BP
GOBP_NEGATIVE_REGULATION_OF_CELL_ADHESION,4,320,182,57622,ENSG00000167080;ENSG00000183734;ENSG00000184292;ENSG00000188257,0.019111781388864334,0.04231785362495402,GO_BP
GOBP_PYRIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,3,180,182,57622,ENSG00000080493;ENSG00000136872;ENSG00000163586,0.01970996630460397,0.04288412246634716,GO_BP
GOBP_POSITIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,3,180,182,57622,ENSG00000104267;ENSG00000148346;ENSG00000179914,0.01970996630460397,0.04288412246634716,GO_BP
GOBP_BONE_RESORPTION,2,68,182,57622,ENSG00000066405;ENSG00000118785,0.019718076410405853,0.04288412246634716,GO_BP
GOBP_ORGAN_GROWTH,3,180,182,57622,ENSG00000066405;ENSG00000105664;ENSG00000167244,0.01970996630460397,0.04288412246634716,GO_BP
GOBP_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,3,180,182,57622,ENSG00000080493;ENSG00000136872;ENSG00000167244,0.01970996630460397,0.04288412246634716,GO_BP
GOBP_REGENERATION,3,181,182,57622,ENSG00000118785;ENSG00000167080;ENSG00000167755,0.019996698229589646,0.043371585260908334,GO_BP
GOBP_POSITIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION,2,69,182,57622,ENSG00000101144;ENSG00000145423,0.020265087803620026,0.0434071004347359,GO_BP
GOBP_MULTICELLULAR_ORGANISM_GROWTH,3,182,182,57622,ENSG00000105664;ENSG00000163586;ENSG00000167244,0.020285730353921803,0.0434071004347359,GO_BP
GOBP_SKIN_DEVELOPMENT,4,325,182,57622,ENSG00000105664;ENSG00000124102;ENSG00000124882;ENSG00000172016,0.020098189240627826,0.0434071004347359,GO_BP
GOBP_REGULATION_OF_EPIDERMIS_DEVELOPMENT,2,69,182,57622,ENSG00000106483;ENSG00000172016,0.020265087803620026,0.0434071004347359,GO_BP
GOBP_SENSORY_PERCEPTION_OF_TASTE,2,69,182,57622,ENSG00000162896;ENSG00000170373,0.020265087803620026,0.0434071004347359,GO_BP
GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION,5,493,182,57622,ENSG00000101144;ENSG00000102837;ENSG00000145423;ENSG00000167244;ENSG00000275896,0.020659207519803845,0.044087745806337425,GO_BP
GOBP_REGULATION_OF_LYMPHOCYTE_MIGRATION,2,70,182,57622,ENSG00000183734;ENSG00000188373,0.02081840751653387,0.04430869621166032,GO_BP
GOBP_CELL_GROWTH,5,496,182,57622,ENSG00000118785;ENSG00000145423;ENSG00000168243;ENSG00000205277;ENSG00000275896,0.021140511259869686,0.04487425856761672,GO_BP
GOBP_CANONICAL_WNT_SIGNALING_PATHWAY,4,332,182,57622,ENSG00000106483;ENSG00000140807;ENSG00000145423;ENSG00000185269,0.021531064449579855,0.0455817215475148,GO_BP
GOBP_REGULATION_OF_MULTICELLULAR_ORGANISMAL_DEVELOPMENT,10,1502,182,57622,ENSG00000066405;ENSG00000101144;ENSG00000105664;ENSG00000106483;ENSG00000118785;ENSG00000145423;ENSG00000169429;ENSG00000172016;ENSG00000183734;ENSG00000185269,0.021663701432019754,0.04574086562304436,GO_BP
GOBP_CELLULAR_RESPONSE_TO_IONIZING_RADIATION,2,72,182,57622,ENSG00000145423;ENSG00000148346,0.02194379275767881,0.04620967998706966,GO_BP
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_WOUNDING,2,73,182,57622,ENSG00000140279;ENSG00000172016,0.022515769257021312,0.04704081976007602,GO_BP
GOBP_NEGATIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION,2,73,182,57622,ENSG00000124882;ENSG00000167244,0.022515769257021312,0.04704081976007602,GO_BP
GOBP_POSITIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION,2,73,182,57622,ENSG00000101144;ENSG00000145423,0.022515769257021312,0.04704081976007602,GO_BP
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,11,1736,182,57622,ENSG00000100604;ENSG00000105664;ENSG00000140274;ENSG00000163586;ENSG00000166869;ENSG00000167080;ENSG00000171431;ENSG00000174992;ENSG00000183844;ENSG00000187908;ENSG00000276168,0.02267294213131071,0.04724518831550609,GO_BP
GOBP_REGULATION_OF_CELL_PROJECTION_ORGANIZATION,6,689,182,57622,ENSG00000101144;ENSG00000118785;ENSG00000145423;ENSG00000148346;ENSG00000167755;ENSG00000184292,0.022813439056246086,0.04741383156337307,GO_BP
GOBP_CARDIAC_VENTRICLE_MORPHOGENESIS,2,74,182,57622,ENSG00000060718;ENSG00000145423,0.023093876016460832,0.04762364069715757,GO_BP
GOBP_EPITHELIAL_TUBE_MORPHOGENESIS,4,339,182,57622,ENSG00000101144;ENSG00000145423;ENSG00000148346;ENSG00000184292,0.02302504010453644,0.04762364069715757,GO_BP
GOBP_PHOTORECEPTOR_CELL_DIFFERENTIATION,2,74,182,57622,ENSG00000140807;ENSG00000148600,0.023093876016460832,0.04762364069715757,GO_BP
GOBP_GASTRULATION,3,192,182,57622,ENSG00000060718;ENSG00000101144;ENSG00000145423,0.023302644115397425,0.04792998634588204,GO_BP
GOBP_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT,3,193,182,57622,ENSG00000167080;ENSG00000167244;ENSG00000175084,0.023616997251685208,0.048327546082363185,GO_BP
GOBP_STEROL_BIOSYNTHETIC_PROCESS,2,75,182,57622,ENSG00000103375;ENSG00000134240,0.023678069060454325,0.048327546082363185,GO_BP
GOBP_T_CELL_MIGRATION,2,75,182,57622,ENSG00000183734;ENSG00000188373,0.023678069060454325,0.048327546082363185,GO_BP
GOBP_REGULATION_OF_RESPONSE_TO_STRESS,10,1526,182,57622,ENSG00000101144;ENSG00000118785;ENSG00000124882;ENSG00000140274;ENSG00000140279;ENSG00000145423;ENSG00000149968;ENSG00000154269;ENSG00000172016;ENSG00000188257,0.023832644792939707,0.04851863236618928,GO_BP
GOBP_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS,6,697,182,57622,ENSG00000012817;ENSG00000066405;ENSG00000104267;ENSG00000134240;ENSG00000167244;ENSG00000188257,0.023965897746317535,0.048541614773711855,GO_BP
GOBP_TISSUE_REMODELING,3,194,182,57622,ENSG00000066405;ENSG00000118785;ENSG00000163586,0.023933651979287103,0.048541614773711855,GO_BP
GOBP_DEVELOPMENTAL_PROCESS_INVOLVED_IN_REPRODUCTION,8,1098,182,57622,ENSG00000091138;ENSG00000101144;ENSG00000114374;ENSG00000118785;ENSG00000124882;ENSG00000145423;ENSG00000167244;ENSG00000206075,0.024068282796684347,0.048625261690763304,GO_BP
GOBP_CELLULAR_RESPONSE_TO_XENOBIOTIC_STIMULUS,3,195,182,57622,ENSG00000073067;ENSG00000135220;ENSG00000197888,0.024252607916603323,0.048781743644953426,GO_BP
GOBP_ALDEHYDE_METABOLIC_PROCESS,2,76,182,57622,ENSG00000136872;ENSG00000163586,0.02426830462738889,0.048781743644953426,GO_BP
GOBP_SMOOTH_MUSCLE_CELL_DIFFERENTIATION,2,77,182,57622,ENSG00000105664;ENSG00000124882,0.024864539168681126,0.0498543404994211,GO_BP
GOBP_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS,4,348,182,57622,ENSG00000145423;ENSG00000148346;ENSG00000149968;ENSG00000196611,0.02503652454941995,0.0500730490988399,GO_BP
GOBP_CARBOHYDRATE_BIOSYNTHETIC_PROCESS,3,198,182,57622,ENSG00000136872;ENSG00000167080;ENSG00000167244,0.025223278071047288,0.05013306722032429,GO_BP
GOBP_APPENDAGE_DEVELOPMENT,3,198,182,57622,ENSG00000101144;ENSG00000105664;ENSG00000145423,0.025223278071047288,0.05013306722032429,GO_BP
GOBP_MUSCLE_SYSTEM_PROCESS,5,520,182,57622,ENSG00000100604;ENSG00000105664;ENSG00000131730;ENSG00000133392;ENSG00000175084,0.025255477330841762,0.05013306722032429,GO_BP
GOBP_MESODERM_MORPHOGENESIS,2,78,182,57622,ENSG00000101144;ENSG00000145423,0.02546672934788061,0.05028919137939956,GO_BP
GOBP_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,4,350,182,57622,ENSG00000080493;ENSG00000103375;ENSG00000136872;ENSG00000167244,0.02549746698134583,0.05028919137939956,GO_BP
GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,9,1324,182,57622,ENSG00000100604;ENSG00000104267;ENSG00000124882;ENSG00000163586;ENSG00000167755;ENSG00000168243;ENSG00000169429;ENSG00000188257;ENSG00000188373,0.02552365994632842,0.05028919137939956,GO_BP
GOBP_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS,4,351,182,57622,ENSG00000104267;ENSG00000134240;ENSG00000167244;ENSG00000188257,0.025729847901043462,0.0505702689610632,GO_BP
GOBP_REGULATION_OF_CELL_CELL_ADHESION,5,523,182,57622,ENSG00000101144;ENSG00000167080;ENSG00000167244;ENSG00000183734;ENSG00000188257,0.025803427037627728,0.05058997025111248,GO_BP
GOBP_NEPHRON_MORPHOGENESIS,2,79,182,57622,ENSG00000101144;ENSG00000184292,0.026074832039776383,0.05087148603838726,GO_BP
GOBP_CELLULAR_RESPONSE_TO_CALCIUM_ION,2,79,182,57622,ENSG00000015413;ENSG00000166869,0.026074832039776383,0.05087148603838726,GO_BP
GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY,4,354,182,57622,ENSG00000106483;ENSG00000140807;ENSG00000145423;ENSG00000185269,0.02643464440865484,0.051447376404130205,GO_BP
GOBP_REGULATION_OF_TISSUE_REMODELING,2,80,182,57622,ENSG00000066405;ENSG00000118785,0.0266888043295072,0.05168926580605287,GO_BP
GOBP_TISSUE_REGENERATION,2,80,182,57622,ENSG00000167080;ENSG00000167755,0.0266888043295072,0.05168926580605287,GO_BP
GOBP_GLUCOSE_METABOLIC_PROCESS,3,205,182,57622,ENSG00000136872;ENSG00000163586;ENSG00000167244,0.02756859806870103,0.053263602093898105,GO_BP
GOBP_OUTFLOW_TRACT_MORPHOGENESIS,2,83,182,57622,ENSG00000101144;ENSG00000145423,0.028565512773749975,0.054923063207499956,GO_BP
GOBP_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,2,83,182,57622,ENSG00000080493;ENSG00000167244,0.028565512773749975,0.054923063207499956,GO_BP
GOBP_SOMITE_DEVELOPMENT,2,84,182,57622,ENSG00000140807;ENSG00000145423,0.02920253848224801,0.0557439343689914,GO_BP
GOBP_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS,2,84,182,57622,ENSG00000080493;ENSG00000136872,0.02920253848224801,0.0557439343689914,GO_BP
GOBP_MUSCLE_ORGAN_DEVELOPMENT,4,365,182,57622,ENSG00000060718;ENSG00000167080;ENSG00000167244;ENSG00000175084,0.029117562648286712,0.0557439343689914,GO_BP
GOBP_RESPONSE_TO_MONOSACCHARIDE,3,211,182,57622,ENSG00000133742;ENSG00000134240;ENSG00000148346,0.029668278068931988,0.056362647596348125,GO_BP
GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE,3,211,182,57622,ENSG00000101144;ENSG00000145423;ENSG00000184292,0.029668278068931988,0.056362647596348125,GO_BP
GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS,4,368,182,57622,ENSG00000015413;ENSG00000073067;ENSG00000136872;ENSG00000163586,0.029876300183920963,0.056622702253335926,GO_BP
GOBP_PROTEIN_HOMOOLIGOMERIZATION,3,212,182,57622,ENSG00000105664;ENSG00000164816;ENSG00000179914,0.03002622728011571,0.056771679132950364,GO_BP
GOBP_CELL_CELL_SIGNALING,9,1365,182,57622,ENSG00000100604;ENSG00000106236;ENSG00000118785;ENSG00000124882;ENSG00000145423;ENSG00000145824;ENSG00000163735;ENSG00000175426;ENSG00000183844,0.03018374960683158,0.056934276509568574,GO_BP
GOBP_RESPONSE_TO_VITAMIN,2,86,182,57622,ENSG00000101144;ENSG00000118785,0.0304935226715932,0.057382610039215576,GO_BP
GOBP_CELL_SUBSTRATE_ADHESION,4,372,182,57622,ENSG00000102837;ENSG00000102854;ENSG00000145113;ENSG00000184292,0.0309060494897101,0.05802173441936142,GO_BP
GOBP_RIBOSE_PHOSPHATE_METABOLIC_PROCESS,4,375,182,57622,ENSG00000080493;ENSG00000136872;ENSG00000154269;ENSG00000163586,0.03169196407992801,0.05915471601319756,GO_BP
GOBP_CELLULAR_RESPONSE_TO_UV,2,88,182,57622,ENSG00000149968;ENSG00000196611,0.03180680710257356,0.05915471601319756,GO_BP
GOBP_EMBRYO_DEVELOPMENT,8,1159,182,57622,ENSG00000060718;ENSG00000101144;ENSG00000134762;ENSG00000140807;ENSG00000145423;ENSG00000167244;ENSG00000169429;ENSG00000183734,0.03169796956764921,0.05915471601319756,GO_BP
GOBP_CELLULAR_RESPONSE_TO_INTERLEUKIN_1,2,88,182,57622,ENSG00000148346;ENSG00000169429,0.03180680710257356,0.05915471601319756,GO_BP
GOBP_MUSCLE_CELL_APOPTOTIC_PROCESS,2,89,182,57622,ENSG00000101144;ENSG00000145423,0.03247170887569747,0.060250536748380386,GO_BP
GOBP_INORGANIC_ION_HOMEOSTASIS,5,558,182,57622,ENSG00000066230;ENSG00000106483;ENSG00000148346;ENSG00000154269;ENSG00000166869,0.032762834716100135,0.06064934054422258,GO_BP
GOBP_AMINE_TRANSPORT,2,90,182,57622,ENSG00000100604;ENSG00000103375,0.03314206247396128,0.061209006332420365,GO_BP
GOBP_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION,3,221,182,57622,ENSG00000167080;ENSG00000183734;ENSG00000188257,0.033350261995157386,0.06145094571329925,GO_BP
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE,3,222,182,57622,ENSG00000102837;ENSG00000154269;ENSG00000183734,0.033730951956606865,0.061508069887465884,GO_BP
GOBP_PHOSPHOLIPID_METABOLIC_PROCESS,4,383,182,57622,ENSG00000073067;ENSG00000134240;ENSG00000163586;ENSG00000188257,0.033844892727022687,0.061508069887465884,GO_BP
GOBP_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION,3,222,182,57622,ENSG00000140807;ENSG00000145423;ENSG00000243709,0.033730951956606865,0.061508069887465884,GO_BP
GOBP_LIPOPROTEIN_METABOLIC_PROCESS,2,91,182,57622,ENSG00000163586;ENSG00000185269,0.033817827238599565,0.061508069887465884,GO_BP
GOBP_PROTEIN_LOCALIZATION_TO_EXTRACELLULAR_REGION,4,383,182,57622,ENSG00000100604;ENSG00000105664;ENSG00000171431;ENSG00000183844,0.033844892727022687,0.061508069887465884,GO_BP
GOBP_RESPONSE_TO_KETONE,3,222,182,57622,ENSG00000107159;ENSG00000118785;ENSG00000134240,0.033730951956606865,0.061508069887465884,GO_BP
GOBP_MIDBRAIN_DEVELOPMENT,2,92,182,57622,ENSG00000145423;ENSG00000166165,0.03449896271078482,0.06227051715832293,GO_BP
GOBP_REGULATION_OF_LEUKOCYTE_MIGRATION,3,224,182,57622,ENSG00000169429;ENSG00000183734;ENSG00000188373,0.034499118174397506,0.06227051715832293,GO_BP
GOBP_RESPONSE_TO_HYDROGEN_PEROXIDE,2,92,182,57622,ENSG00000148346;ENSG00000163586,0.03449896271078482,0.06227051715832293,GO_BP
GOBP_BONE_REMODELING,2,93,182,57622,ENSG00000066405;ENSG00000118785,0.03518542863078145,0.06308018286059018,GO_BP
GOBP_CELLULAR_RESPONSE_TO_ACID_CHEMICAL,2,93,182,57622,ENSG00000134240;ENSG00000149968,0.03518542863078145,0.06308018286059018,GO_BP
GOBP_VACUOLAR_LOCALIZATION,2,93,182,57622,ENSG00000100604;ENSG00000188373,0.03518542863078145,0.06308018286059018,GO_BP
GOBP_NEGATIVE_REGULATION_OF_GROWTH,3,226,182,57622,ENSG00000118785;ENSG00000145423;ENSG00000168243,0.0352763173407398,0.06310100809714356,GO_BP
GOBP_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,8,1186,182,57622,ENSG00000118785;ENSG00000124882;ENSG00000140274;ENSG00000149968;ENSG00000154269;ENSG00000169429;ENSG00000172016;ENSG00000188257,0.035552413411149966,0.06345228940644702,GO_BP
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS,5,572,182,57622,ENSG00000066405;ENSG00000102837;ENSG00000154269;ENSG00000183734;ENSG00000188257,0.03584443349027951,0.06360409623593347,GO_BP
